#"Progress (%)"	"Step"	"Speed (ns/day)"	"Time Remaining"
: 40.0%	4000	41.9	1:1:40:43
: 50.0%	5000	41.9	16:03:05
: 60.0%	6000	41.9	10:16:28
: 70.0%	7000	41.9	6:25:21
: 80.0%	8000	41.9	3:40:13
: 90.0%	9000	41.9	1:36:21
: 100.0%	10000	41.9	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	41.9	4:6:48:45
: 30.0%	3000	41.9	1:20:58:54
: 40.0%	4000	41.9	1:1:42:16
: 50.0%	5000	41.9	16:03:57
: 60.0%	6000	41.9	10:16:56
: 70.0%	7000	41.9	6:25:36
: 80.0%	8000	42	3:40:21
: 90.0%	9000	42	1:36:24
: 100.0%	10000	42	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	41.9	4:6:52:02
: 30.0%	3000	41.9	1:21:00:40
: 40.0%	4000	41.9	1:1:43:28
: 50.0%	5000	41.9	16:04:48
: 60.0%	6000	41.9	10:17:34
: 70.0%	7000	41.9	6:26:02
: 80.0%	8000	41.9	3:40:37
: 90.0%	9000	41.9	1:36:32
: 100.0%	10000	41.9	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	41.9	4:6:59:46
: 30.0%	3000	41.9	1:21:03:44
: 40.0%	4000	41.9	1:1:45:02
: 50.0%	5000	41.9	16:05:40
: 60.0%	6000	41.9	10:18:02
: 70.0%	7000	41.9	6:26:17
: 80.0%	8000	42	3:40:44
: 90.0%	9000	42	1:36:34
: 100.0%	10000	42	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	41.9	4:7:03:05
: 30.0%	3000	41.9	1:21:05:31
: 40.0%	4000	41.9	1:1:46:14
: 50.0%	5000	41.9	16:06:32
: 60.0%	6000	41.9	10:18:40
: 70.0%	7000	41.9	6:26:43
: 80.0%	8000	41.9	3:41:01
: 90.0%	9000	41.9	1:36:42
: 100.0%	10000	41.9	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	41.9	4:7:10:51
: 30.0%	3000	41.9	1:21:08:34
: 40.0%	4000	41.9	1:1:47:47
: 50.0%	5000	41.9	16:07:24
: 60.0%	6000	41.9	10:19:09
: 70.0%	7000	41.9	6:26:58
: 80.0%	8000	42	3:41:08
: 90.0%	9000	42	1:36:45
: 100.0%	10000	42	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	41.9	4:7:14:10
: 30.0%	3000	41.9	1:21:10:20
: 40.0%	4000	41.9	1:1:49:00
: 50.0%	5000	41.9	16:08:16
: 60.0%	6000	41.9	10:19:46
: 70.0%	7000	41.9	6:27:25
: 80.0%	8000	41.9	3:41:24
: 90.0%	9000	41.9	1:36:53
: 100.0%	10000	41.9	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	41.9	4:7:21:51
: 30.0%	3000	41.9	1:21:13:23
: 40.0%	4000	41.9	1:1:50:33
: 50.0%	5000	41.9	16:09:07
: 60.0%	6000	41.9	10:20:15
: 70.0%	7000	41.9	6:27:40
: 80.0%	8000	42	3:41:31
: 90.0%	9000	42	1:36:55
: 100.0%	10000	42	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	41.9	4:7:25:11
: 30.0%	3000	41.9	1:21:15:10
: 40.0%	4000	41.9	1:1:51:45
: 50.0%	5000	41.9	16:09:59
: 60.0%	6000	41.9	10:20:52
: 70.0%	7000	41.9	6:28:06
: 80.0%	8000	41.9	3:41:48
: 90.0%	9000	41.9	1:37:03
: 100.0%	10000	41.9	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	41.9	4:7:32:48
: 30.0%	3000	41.9	1:21:18:11
: 40.0%	4000	41.9	1:1:53:17
: 50.0%	5000	41.9	16:10:50
: 60.0%	6000	41.9	10:21:21
: 70.0%	7000	41.9	6:28:21
: 80.0%	8000	42	3:41:55
: 90.0%	9000	42	1:37:05
: 100.0%	10000	42	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	41.9	4:7:36:07
: 30.0%	3000	41.9	1:21:19:57
: 40.0%	4000	41.9	1:1:54:29
: 50.0%	5000	41.9	16:11:41
: 60.0%	6000	41.9	10:21:58
: 70.0%	7000	41.9	6:28:47
: 80.0%	8000	41.9	3:42:11
: 90.0%	9000	41.9	1:37:13
: 100.0%	10000	41.9	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	41.9	4:7:43:48
: 30.0%	3000	41.9	1:21:22:59
: 40.0%	4000	41.9	1:1:56:02
: 50.0%	5000	41.9	16:12:33
: 60.0%	6000	41.9	10:22:27
: 70.0%	7000	41.9	6:29:02
: 80.0%	8000	42	3:42:18
: 90.0%	9000	42	1:37:15
: 100.0%	10000	42	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	41.9	4:7:47:04
: 30.0%	3000	41.9	1:21:24:44
: 40.0%	4000	41.9	1:1:57:13
: 50.0%	5000	41.9	16:13:24
: 60.0%	6000	41.9	10:23:04
: 70.0%	7000	41.9	6:29:28
: 80.0%	8000	41.9	3:42:35
: 90.0%	9000	41.9	1:37:23
: 100.0%	10000	41.9	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	41.9	4:7:54:46
: 30.0%	3000	41.9	1:21:27:47
: 40.0%	4000	41.9	1:1:58:46
: 50.0%	5000	41.9	16:14:15
: 60.0%	6000	41.9	10:23:32
: 70.0%	7000	41.9	6:29:43
: 80.0%	8000	42	3:42:42
: 90.0%	9000	42	1:37:26
: 100.0%	10000	42	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	41.9	4:7:58:06
: 30.0%	3000	41.9	1:21:29:34
: 40.0%	4000	41.9	1:1:59:59
: 50.0%	5000	41.9	16:15:08
: 60.0%	6000	41.9	10:24:10
: 70.0%	7000	41.9	6:30:09
: 80.0%	8000	41.9	3:42:58
: 90.0%	9000	41.9	1:37:34
: 100.0%	10000	41.9	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	41.9	4:8:05:43
: 30.0%	3000	41.9	1:21:32:35
: 40.0%	4000	41.9	1:2:01:31
: 50.0%	5000	41.9	16:15:58
: 60.0%	6000	41.9	10:24:38
: 70.0%	7000	41.9	6:30:24
: 80.0%	8000	42	3:43:05
: 90.0%	9000	42	1:37:36
: 100.0%	10000	42	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	41.9	4:8:09:02
: 30.0%	3000	41.9	1:21:34:20
: 40.0%	4000	41.9	1:2:02:42
: 50.0%	5000	41.9	16:16:50
: 60.0%	6000	41.9	10:25:15
: 70.0%	7000	41.9	6:30:50
: 80.0%	8000	41.9	3:43:22
: 90.0%	9000	41.9	1:37:44
: 100.0%	10000	41.9	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	41.9	4:8:16:44
: 30.0%	3000	41.9	1:21:37:24
: 40.0%	4000	41.9	1:2:04:16
: 50.0%	5000	41.9	16:17:41
: 60.0%	6000	41.9	10:25:44
: 70.0%	7000	41.9	6:31:06
: 80.0%	8000	42	3:43:29
: 90.0%	9000	42	1:37:46
: 100.0%	10000	42	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	41.9	4:8:20:03
: 30.0%	3000	41.9	1:21:39:10
: 40.0%	4000	41.9	1:2:05:29
: 50.0%	5000	41.9	16:18:34
: 60.0%	6000	41.9	10:26:22
: 70.0%	7000	41.9	6:31:32
: 80.0%	8000	41.9	3:43:46
: 90.0%	9000	41.9	1:37:54
: 100.0%	10000	41.9	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	41.9	4:8:27:49
: 30.0%	3000	41.9	1:21:42:15
: 40.0%	4000	41.9	1:2:07:02
: 50.0%	5000	41.9	16:19:25
: 60.0%	6000	41.9	10:26:51
: 70.0%	7000	41.9	6:31:47
: 80.0%	8000	41.9	3:43:53
: 90.0%	9000	42	1:37:57
: 100.0%	10000	42	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	41.9	4:8:31:09
: 30.0%	3000	41.9	1:21:44:01
: 40.0%	4000	41.9	1:2:08:14
: 50.0%	5000	41.9	16:20:17
: 60.0%	6000	41.9	10:27:28
: 70.0%	7000	41.9	6:32:13
: 80.0%	8000	41.9	3:44:09
: 90.0%	9000	41.9	1:38:05
: 100.0%	10000	41.9	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	41.9	4:8:38:51
: 30.0%	3000	41.9	1:21:47:05
: 40.0%	4000	41.9	1:2:09:48
: 50.0%	5000	41.9	16:21:09
: 60.0%	6000	41.9	10:27:57
: 70.0%	7000	41.9	6:32:29
: 80.0%	8000	41.9	3:44:16
: 90.0%	9000	42	1:38:07
: 100.0%	10000	42	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	41.9	4:8:42:12
: 30.0%	3000	41.9	1:21:48:51
: 40.0%	4000	41.9	1:2:11:00
: 50.0%	5000	41.9	16:22:01
: 60.0%	6000	41.9	10:28:35
: 70.0%	7000	41.9	6:32:55
: 80.0%	8000	41.9	3:44:33
: 90.0%	9000	41.9	1:38:15
: 100.0%	10000	41.9	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	41.9	4:8:49:52
: 30.0%	3000	41.9	1:21:51:53
: 40.0%	4000	41.9	1:2:12:33
: 50.0%	5000	41.9	16:22:52
: 60.0%	6000	41.9	10:29:03
: 70.0%	7000	41.9	6:33:10
: 80.0%	8000	41.9	3:44:40
: 90.0%	9000	42	1:38:17
: 100.0%	10000	42	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	41.9	4:8:53:10
: 30.0%	3000	41.9	1:21:53:39
: 40.0%	4000	41.9	1:2:13:45
: 50.0%	5000	41.9	16:23:44
: 60.0%	6000	41.9	10:29:40
: 70.0%	7000	41.9	6:33:36
: 80.0%	8000	41.9	3:44:57
: 90.0%	9000	41.9	1:38:25
: 100.0%	10000	41.9	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	41.9	4:9:00:51
: 30.0%	3000	41.9	1:21:56:41
: 40.0%	4000	41.9	1:2:15:17
: 50.0%	5000	41.9	16:24:35
: 60.0%	6000	41.9	10:30:09
: 70.0%	7000	41.9	6:33:51
: 80.0%	8000	41.9	3:45:04
: 90.0%	9000	42	1:38:28
: 100.0%	10000	42	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	41.9	4:9:04:07
: 30.0%	3000	41.9	1:21:58:27
: 40.0%	4000	41.9	1:2:16:29
: 50.0%	5000	41.9	16:25:26
: 60.0%	6000	41.9	10:30:46
: 70.0%	7000	41.9	6:34:17
: 80.0%	8000	41.9	3:45:20
: 90.0%	9000	41.9	1:38:36
: 100.0%	10000	41.9	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	41.9	4:9:11:51
: 30.0%	3000	41.9	1:22:01:31
: 40.0%	4000	41.9	1:2:18:03
: 50.0%	5000	41.9	16:26:18
: 60.0%	6000	41.9	10:31:15
: 70.0%	7000	41.9	6:34:32
: 80.0%	8000	41.9	3:45:27
: 90.0%	9000	42	1:38:38
: 100.0%	10000	42	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	41.9	4:9:15:10
: 30.0%	3000	41.9	1:22:03:17
: 40.0%	4000	41.9	1:2:19:14
: 50.0%	5000	41.9	16:27:10
: 60.0%	6000	41.9	10:31:52
: 70.0%	7000	41.9	6:34:58
: 80.0%	8000	41.9	3:45:44
: 90.0%	9000	41.9	1:38:46
: 100.0%	10000	41.9	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	41.9	4:9:22:49
: 30.0%	3000	41.9	1:22:06:18
: 40.0%	4000	41.9	1:2:20:47
: 50.0%	5000	41.9	16:28:01
: 60.0%	6000	41.9	10:32:21
: 70.0%	7000	41.9	6:35:13
: 80.0%	8000	41.9	3:45:51
: 90.0%	9000	42	1:38:48
: 100.0%	10000	42	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	41.9	4:9:26:05
: 30.0%	3000	41.9	1:22:08:03
: 40.0%	4000	41.9	1:2:21:58
: 50.0%	5000	41.9	16:28:52
: 60.0%	6000	41.9	10:32:58
: 70.0%	7000	41.9	6:35:40
: 80.0%	8000	41.9	3:46:07
: 90.0%	9000	41.9	1:38:56
: 100.0%	10000	41.9	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	41.9	4:9:33:50
: 30.0%	3000	41.9	1:22:11:07
: 40.0%	4000	41.9	1:2:23:32
: 50.0%	5000	41.9	16:29:44
: 60.0%	6000	41.9	10:33:27
: 70.0%	7000	41.9	6:35:55
: 80.0%	8000	41.9	3:46:14
: 90.0%	9000	42	1:38:59
: 100.0%	10000	42	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	41.9	4:9:37:06
: 30.0%	3000	41.9	1:22:12:54
: 40.0%	4000	41.9	1:2:24:44
: 50.0%	5000	41.9	16:30:36
: 60.0%	6000	41.9	10:34:04
: 70.0%	7000	41.9	6:36:21
: 80.0%	8000	41.9	3:46:31
: 90.0%	9000	41.9	1:39:07
: 100.0%	10000	41.9	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	41.9	4:9:44:48
: 30.0%	3000	41.9	1:22:15:55
: 40.0%	4000	41.9	1:2:26:17
: 50.0%	5000	41.9	16:31:27
: 60.0%	6000	41.9	10:34:33
: 70.0%	7000	41.9	6:36:36
: 80.0%	8000	41.9	3:46:38
: 90.0%	9000	42	1:39:09
: 100.0%	10000	42	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	41.9	4:9:48:06
: 30.0%	3000	41.9	1:22:17:42
: 40.0%	4000	41.9	1:2:27:29
: 50.0%	5000	41.9	16:32:19
: 60.0%	6000	41.9	10:35:10
: 70.0%	7000	41.9	6:37:02
: 80.0%	8000	41.9	3:46:54
: 90.0%	9000	41.9	1:39:17
: 100.0%	10000	41.9	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	41.9	4:9:55:52
: 30.0%	3000	41.9	1:22:20:46
: 40.0%	4000	41.9	1:2:29:03
: 50.0%	5000	41.9	16:33:11
: 60.0%	6000	41.9	10:35:39
: 70.0%	7000	41.9	6:37:17
: 80.0%	8000	41.9	3:47:01
: 90.0%	9000	42	1:39:19
: 100.0%	10000	42	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	41.9	4:9:59:09
: 30.0%	3000	41.9	1:22:22:31
: 40.0%	4000	41.9	1:2:30:14
: 50.0%	5000	41.9	16:34:02
: 60.0%	6000	41.9	10:36:17
: 70.0%	7000	41.9	6:37:44
: 80.0%	8000	41.9	3:47:18
: 90.0%	9000	41.9	1:39:27
: 100.0%	10000	41.9	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	41.9	4:10:06:51
: 30.0%	3000	41.9	1:22:25:34
: 40.0%	4000	41.9	1:2:31:48
: 50.0%	5000	41.9	16:34:54
: 60.0%	6000	41.9	10:36:45
: 70.0%	7000	41.9	6:37:59
: 80.0%	8000	41.9	3:47:25
: 90.0%	9000	42	1:39:30
: 100.0%	10000	42	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	41.9	4:10:10:10
: 30.0%	3000	41.9	1:22:27:21
: 40.0%	4000	41.9	1:2:33:00
: 50.0%	5000	41.9	16:35:46
: 60.0%	6000	41.9	10:37:23
: 70.0%	7000	41.9	6:38:25
: 80.0%	8000	41.9	3:47:42
: 90.0%	9000	41.9	1:39:38
: 100.0%	10000	41.9	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	41.9	4:10:17:54
: 30.0%	3000	41.9	1:22:30:24
: 40.0%	4000	41.9	1:2:34:33
: 50.0%	5000	41.9	16:36:37
: 60.0%	6000	41.9	10:37:51
: 70.0%	7000	41.9	6:38:40
: 80.0%	8000	41.9	3:47:49
: 90.0%	9000	42	1:39:40
: 100.0%	10000	42	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	41.9	4:10:21:12
: 30.0%	3000	41.9	1:22:32:10
: 40.0%	4000	41.9	1:2:35:45
: 50.0%	5000	41.9	16:37:29
: 60.0%	6000	41.9	10:38:29
: 70.0%	7000	41.9	6:39:06
: 80.0%	8000	41.9	3:48:05
: 90.0%	9000	41.9	1:39:48
: 100.0%	10000	41.9	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	41.9	4:10:29:00
: 30.0%	3000	41.9	1:22:35:15
: 40.0%	4000	41.9	1:2:37:20
: 50.0%	5000	41.9	16:38:21
: 60.0%	6000	41.9	10:38:58
: 70.0%	7000	41.9	6:39:22
: 80.0%	8000	41.9	3:48:12
: 90.0%	9000	42	1:39:50
: 100.0%	10000	42	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	41.9	4:10:32:18
: 30.0%	3000	41.9	1:22:37:02
: 40.0%	4000	41.9	1:2:38:32
: 50.0%	5000	41.9	16:39:13
: 60.0%	6000	41.9	10:39:35
: 70.0%	7000	41.9	6:39:48
: 80.0%	8000	41.9	3:48:29
: 90.0%	9000	41.9	1:39:58
: 100.0%	10000	41.9	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	41.9	4:10:40:01
: 30.0%	3000	41.9	1:22:40:05
: 40.0%	4000	41.9	1:2:40:05
: 50.0%	5000	41.9	16:40:05
: 60.0%	6000	41.9	10:40:04
: 70.0%	7000	41.9	6:40:03
: 80.0%	8000	41.9	3:48:36
: 90.0%	9000	42	1:40:01
: 100.0%	10000	42	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	41.9	4:10:43:22
: 30.0%	3000	41.9	1:22:41:52
: 40.0%	4000	41.9	1:2:41:17
: 50.0%	5000	41.9	16:40:57
: 60.0%	6000	41.9	10:40:42
: 70.0%	7000	41.9	6:40:29
: 80.0%	8000	41.9	3:48:53
: 90.0%	9000	41.9	1:40:09
: 100.0%	10000	41.9	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	41.9	4:10:51:03
: 30.0%	3000	41.9	1:22:44:55
: 40.0%	4000	41.9	1:2:42:51
: 50.0%	5000	41.9	16:41:48
: 60.0%	6000	41.9	10:41:10
: 70.0%	7000	41.9	6:40:44
: 80.0%	8000	41.9	3:49:00
: 90.0%	9000	42	1:40:11
: 100.0%	10000	42	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	41.9	4:10:54:21
: 30.0%	3000	41.9	1:22:46:40
: 40.0%	4000	41.9	1:2:44:02
: 50.0%	5000	41.9	16:42:40
: 60.0%	6000	41.9	10:41:48
: 70.0%	7000	41.9	6:41:11
: 80.0%	8000	41.9	3:49:16
: 90.0%	9000	41.9	1:40:19
: 100.0%	10000	41.9	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	41.9	4:11:02:01
: 30.0%	3000	41.9	1:22:49:42
: 40.0%	4000	41.9	1:2:45:35
: 50.0%	5000	41.9	16:43:31
: 60.0%	6000	41.9	10:42:16
: 70.0%	7000	41.9	6:41:25
: 80.0%	8000	41.9	3:49:23
: 90.0%	9000	42	1:40:21
: 100.0%	10000	42	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	41.9	4:11:05:20
: 30.0%	3000	41.9	1:22:51:29
: 40.0%	4000	41.9	1:2:46:47
: 50.0%	5000	41.9	16:44:23
: 60.0%	6000	41.9	10:42:53
: 70.0%	7000	41.9	6:41:52
: 80.0%	8000	41.9	3:49:40
: 90.0%	9000	41.9	1:40:29
: 100.0%	10000	41.9	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	41.9	4:11:12:59
: 30.0%	3000	41.9	1:22:54:30
: 40.0%	4000	41.9	1:2:48:20
: 50.0%	5000	41.9	16:45:14
: 60.0%	6000	41.9	10:43:22
: 70.0%	7000	41.9	6:42:07
: 80.0%	8000	41.9	3:49:47
: 90.0%	9000	42	1:40:32
: 100.0%	10000	42	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	41.9	4:11:16:20
: 30.0%	3000	41.9	1:22:56:17
: 40.0%	4000	41.9	1:2:49:32
: 50.0%	5000	41.9	16:46:06
: 60.0%	6000	41.9	10:43:59
: 70.0%	7000	41.9	6:42:33
: 80.0%	8000	41.9	3:50:03
: 90.0%	9000	41.9	1:40:40
: 100.0%	10000	41.9	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	41.9	4:11:23:59
: 30.0%	3000	41.9	1:22:59:19
: 40.0%	4000	41.9	1:2:51:05
: 50.0%	5000	41.9	16:46:57
: 60.0%	6000	41.9	10:44:28
: 70.0%	7000	41.9	6:42:48
: 80.0%	8000	41.9	3:50:10
: 90.0%	9000	42	1:40:42
: 100.0%	10000	42	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	41.9	4:11:27:15
: 30.0%	3000	41.9	1:23:01:03
: 40.0%	4000	41.9	1:2:52:15
: 50.0%	5000	41.9	16:47:48
: 60.0%	6000	41.9	10:45:05
: 70.0%	7000	41.9	6:43:14
: 80.0%	8000	41.9	3:50:27
: 90.0%	9000	41.9	1:40:50
: 100.0%	10000	41.9	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	41.9	4:11:34:53
: 30.0%	3000	41.9	1:23:04:05
: 40.0%	4000	41.9	1:2:53:48
: 50.0%	5000	41.9	16:48:39
: 60.0%	6000	41.9	10:45:33
: 70.0%	7000	41.9	6:43:29
: 80.0%	8000	41.9	3:50:34
: 90.0%	9000	42	1:40:52
: 100.0%	10000	42	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	41.9	4:11:38:10
: 30.0%	3000	41.9	1:23:05:51
: 40.0%	4000	41.9	1:2:55:00
: 50.0%	5000	41.9	16:49:31
: 60.0%	6000	41.9	10:46:11
: 70.0%	7000	41.9	6:43:55
: 80.0%	8000	41.9	3:50:50
: 90.0%	9000	41.9	1:41:00
: 100.0%	10000	41.9	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	41.9	4:11:45:54
: 30.0%	3000	41.9	1:23:08:54
: 40.0%	4000	41.9	1:2:56:33
: 50.0%	5000	41.9	16:50:22
: 60.0%	6000	41.9	10:46:39
: 70.0%	7000	41.9	6:44:10
: 80.0%	8000	41.9	3:50:57
: 90.0%	9000	42	1:41:02
: 100.0%	10000	42	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	41.9	4:11:49:12
: 30.0%	3000	41.9	1:23:10:40
: 40.0%	4000	41.9	1:2:57:45
: 50.0%	5000	41.9	16:51:14
: 60.0%	6000	41.9	10:47:17
: 70.0%	7000	41.9	6:44:36
: 80.0%	8000	41.9	3:51:14
: 90.0%	9000	41.9	1:41:10
: 100.0%	10000	41.9	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	41.9	4:11:56:53
: 30.0%	3000	41.9	1:23:13:43
: 40.0%	4000	41.9	1:2:59:18
: 50.0%	5000	41.9	16:52:05
: 60.0%	6000	41.9	10:47:45
: 70.0%	7000	41.9	6:44:51
: 80.0%	8000	41.9	3:51:21
: 90.0%	9000	42	1:41:13
: 100.0%	10000	42	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	41.9	4:12:00:11
: 30.0%	3000	41.9	1:23:15:28
: 40.0%	4000	41.9	1:3:00:28
: 50.0%	5000	41.9	16:52:56
: 60.0%	6000	41.9	10:48:22
: 70.0%	7000	41.9	6:45:17
: 80.0%	8000	41.9	3:51:37
: 90.0%	9000	41.9	1:41:21
: 100.0%	10000	41.9	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	41.9	4:12:07:46
: 30.0%	3000	41.9	1:23:18:28
: 40.0%	4000	41.9	1:3:02:01
: 50.0%	5000	41.9	16:53:47
: 60.0%	6000	41.9	10:48:50
: 70.0%	7000	41.9	6:45:32
: 80.0%	8000	41.9	3:51:44
: 90.0%	9000	42	1:41:23
: 100.0%	10000	42	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	41.9	4:12:11:04
: 30.0%	3000	41.9	1:23:20:15
: 40.0%	4000	41.9	1:3:03:13
: 50.0%	5000	41.9	16:54:39
: 60.0%	6000	41.9	10:49:28
: 70.0%	7000	41.9	6:45:58
: 80.0%	8000	41.9	3:52:01
: 90.0%	9000	41.9	1:41:31
: 100.0%	10000	41.9	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	41.9	4:12:18:47
: 30.0%	3000	41.9	1:23:23:17
: 40.0%	4000	41.9	1:3:04:47
: 50.0%	5000	41.9	16:55:31
: 60.0%	6000	41.9	10:49:56
: 70.0%	7000	41.9	6:46:13
: 80.0%	8000	41.9	3:52:08
: 90.0%	9000	42	1:41:33
: 100.0%	10000	42	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	41.9	4:12:22:08
: 30.0%	3000	41.9	1:23:25:05
: 40.0%	4000	41.9	1:3:05:59
: 50.0%	5000	41.9	16:56:23
: 60.0%	6000	41.9	10:50:34
: 70.0%	7000	41.9	6:46:40
: 80.0%	8000	41.9	3:52:24
: 90.0%	9000	41.9	1:41:41
: 100.0%	10000	41.9	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	41.9	4:12:29:49
: 30.0%	3000	41.9	1:23:28:07
: 40.0%	4000	41.9	1:3:07:32
: 50.0%	5000	41.9	16:57:14
: 60.0%	6000	41.9	10:51:03
: 70.0%	7000	41.9	6:46:55
: 80.0%	8000	41.9	3:52:31
: 90.0%	9000	42	1:41:44
: 100.0%	10000	42	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	41.9	4:12:33:08
: 30.0%	3000	41.9	1:23:29:54
: 40.0%	4000	41.9	1:3:08:44
: 50.0%	5000	41.9	16:58:06
: 60.0%	6000	41.9	10:51:40
: 70.0%	7000	41.9	6:47:21
: 80.0%	8000	41.9	3:52:48
: 90.0%	9000	41.9	1:41:52
: 100.0%	10000	41.9	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	41.9	4:12:40:54
: 30.0%	3000	41.9	1:23:32:58
: 40.0%	4000	41.9	1:3:10:18
: 50.0%	5000	41.9	16:58:58
: 60.0%	6000	41.9	10:52:09
: 70.0%	7000	41.9	6:47:36
: 80.0%	8000	41.9	3:52:55
: 90.0%	9000	42	1:41:54
: 100.0%	10000	42	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	41.9	4:12:44:12
: 30.0%	3000	41.9	1:23:34:44
: 40.0%	4000	41.9	1:3:11:30
: 50.0%	5000	41.9	16:59:50
: 60.0%	6000	41.9	10:52:46
: 70.0%	7000	41.9	6:48:02
: 80.0%	8000	41.9	3:53:12
: 90.0%	9000	41.9	1:42:02
: 100.0%	10000	41.9	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	41.9	4:12:51:54
: 30.0%	3000	41.9	1:23:37:47
: 40.0%	4000	41.9	1:3:13:04
: 50.0%	5000	41.9	17:00:41
: 60.0%	6000	41.9	10:53:15
: 70.0%	7000	41.9	6:48:17
: 80.0%	8000	41.9	3:53:19
: 90.0%	9000	42	1:42:04
: 100.0%	10000	42	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	41.9	4:12:55:12
: 30.0%	3000	41.9	1:23:39:33
: 40.0%	4000	41.9	1:3:14:15
: 50.0%	5000	41.9	17:01:33
: 60.0%	6000	41.9	10:53:53
: 70.0%	7000	41.9	6:48:44
: 80.0%	8000	41.9	3:53:35
: 90.0%	9000	41.9	1:42:12
: 100.0%	10000	41.9	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	41.9	4:13:02:54
: 30.0%	3000	41.9	1:23:42:36
: 40.0%	4000	41.9	1:3:15:49
: 50.0%	5000	41.9	17:02:24
: 60.0%	6000	41.9	10:54:21
: 70.0%	7000	41.9	6:48:59
: 80.0%	8000	41.9	3:53:42
: 90.0%	9000	42	1:42:15
: 100.0%	10000	42	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	41.9	4:13:06:13
: 30.0%	3000	41.9	1:23:44:22
: 40.0%	4000	41.9	1:3:17:00
: 50.0%	5000	41.9	17:03:16
: 60.0%	6000	41.9	10:54:59
: 70.0%	7000	41.9	6:49:25
: 80.0%	8000	41.9	3:53:59
: 90.0%	9000	41.9	1:42:23
